aar,aárra
soletari,soletaria
soliman,solimaná
solo,soló
solo,soloa
solomo,solomoa
soma,somá
somatu,somatu
somatu,somatú
sonu,soñua
sokilti,soquiltia
sor,sor
soraio,sorayoa
sorbeltz,sorbeltza
sorbete,sorbetea
sorgauspen,sorgauspena
sorgautsi,sorgautsia
sorgile,sorguillea
sorgindu,sorguindu
sorginkeria,sorguinqueria
sorgintzaile,sorguintzallea
soritasun,soritasuna
sormindu,sormindua
sorneurtarte,sorneurtartea
soro,soró
soro,soroa
sorotxo,sorochoa
sorodi,sorodia
sorotarde,sorotardea
sorotar,sorotarra
sorkide,sorquidea
sorkitsu,sorquitsua
sor,sorra
sorregin,sorreguiña
sorrera,sorrera
sorreritu,sorreritua
sortalde,sortaldea
sortaraude,sortaraudea
sortatu,sortatua
sortatzaile,sortatzallea
sortego,sortegoa
sorteo,sorteoa
sorterri,sorterria
sorterritar,sorterritarra
sorterro,sorterroa
sorterroko,sorterrocoa
sorterrozale,sorterrozalea
sortizear,sorticearra
sortizkoi,sortizcoya
sortizgarai,sortizgaraya
sortizkinde,sortizquindea
sortu,sortu
sortu,sortú
sortuez,sortueza
sortze,sortzea
sos,sosá
sosegatu,sosegatu
sosegu,sosegua
sosteko,sostecoa
sostengatu,sostengatu
sostengatu,sostengatua
sotana,sotana
sotil,sotil
soto,sotoa
sototxo,sotochoa
su,sua
suabe,suabea
suabetu,suabetua
sualdi,sualdia
suankaiztu,suancaiztua
suante,suantea
suar,suarra
suauts,suautsa
subakin,subaquiña
subotale,subotalea
sukalde,sucaldea
sukalkin,sucalquiña
sukalkindu,sucalquindua
sukardun,sucarduna
sukari,sucaria
sukarkin,sucarquiña
sukar,sucarra
sukar,sucarrá
sukarri,sucarria
sukarritari,sucarritaria
sukartu,sucartu
sukartu,sucartú
sukartu,sucartua
sukazmin,sucazmina
sukor,sucorra
sukunde,sucundea
sukundetu,sucundetua
sudun,suduna
sudur,sudura
sudurtzar,sudurtzarra
suegozkai,suegozcaya
sueldo,sueldoa
suertaldiko,suertaldicoa
suertatu,suertatu
suertatu,suertatú
suerte,suertea
sufre,sufrea
sufredun,sufreduna
sufretsu,sufretsua
sufrigarri,sufrigarria
sufritu,sufritua
sufritzaile,sufritzallea
sugar,sugarrá
sugatzar,sugatzarrá
sugatzarrobi,sugatzarrobia
sujeto,sugetoa
sugoi,sugoya
suge,suguea
sugetzar,suguetzarra
sugile,suguillea
sugizardi,suguizardia
suitzalari,suitzalariac
sumatu,sumatu
sunbil,sumbila
sumin,sumina
sumin,sumiña
suminkor,sumincorra
sumindu,sumindu
sumindu,sumindú
sumindu,sumindua
sumindura,sumindura
sumintsu,suminsua
suminti,sumintia
supeki,supequia
supertasun,supertasuna
supilaltari,supillaltaria
supitakor,supitacorra
supitatu,supitatua
supituko,supitucoa
supitzai,supitzaya
suponpari,supomparia
sukeldo,suqueldoa
sukindu,suquindua
sukindun,suquinduna
sukinti,suquintia
surkusatu,surcusatua
surgaitz,surgaitza
surmurgile,surmurguillea
surmur,surmurra
sur,surra
suspar,susparra
susto,sustoa
sustraitxo,sustraichoa
sustraitu,sustraitu
sustraitu,sustraitú
sustraitu,sustraitua
sustraitzar,sustraitzarra
sustraitze,sustraitzea
sutar,sutarra
sutarrai,sutarraya
sutaserre,sutaserrea
sutasitu,sutasitua
sutasmade,sutasmadea
sutauskin,sutausquiña
sutauts,sutautsa
sutegi,suteguia
suteo,suteoa
suteozko,suteozcoa
suteoztu,suteoztua
suti,sutia
sutikuztegi,suticuzteguia
sutide,sutidea
sutil,sutilla
sutokari,sutocaria
sutsu,sutsua
sutu,sutu
sutu,sutua
sutunpa txiki,sutumpa chiquia
sutunp,sutumpac
sutunpagur,sutumpagurra
sutunpari,sutumparia
sutunpate,sutumpateac
sutunpatu,sutumpatua
tabakari,tabacaria
tabako,tabaco
tabako belar,tabaco belarra
tabako saltzaile,tabaco saltzallea
tabako,tabacoa
tabakontzi,tabaconcia
tabernakle,tabernaclea
tabernari,tabernaria
tabike,tabiquea
takai,tacaya
tatxadun,tachaduna
tatxati,tachatia
tatxatsu,tachatsua
tatxatu,tachatua
tako,tacoa
tailu,taillua
tajalari,tajalaria
tajatzaile,tajatzallea
talasdetzaile,talasdetzallea
talazde,talazdea
talazgarri,talazgarria
talazkidatu,talazquidatua
talazkide,talazquidea
talkari,talcaria
talde jabe,talde jabea
talde,taldea
talde,taldeá
taldiatu,taldiatua
talietro,talietroa
tailu,tallua
tailugile,talluguillea
tailukin,talluquiña
talo,taloa
tantai,tantaya
tapalari,tapalaria
tapizeria,tapiceria
tapizero,tapiceroa
tapitu,tapitu
tapitu,tapitua
tarando,tarandoa
tarantula,tarantula
tarbe,tarbea
tarritago,tarritagoa
tarritatu,tarritatua
tarritatzaile,tarritatzallea
tartakadi,tartacadia
tasagarri,tasagarria
tasalari,tasalaria
tasatu,tasatua
tasatzaile,tasatzallea
tasa,tassa
te,té
te,tea
tekleatu,tecleatu
telatxo,telachoa
teila,tellá
teilatxo,tellachoa
teilagin,tellaguiña
teilatondo,tellatondoa
teilatu,tellatua
teilatupe,tellatupea
tema,tema
tema,temá
tentazio,tentacioa
tentagarri,tentagarria
tentaldi,tentaldia
tentatu,tentatua
tentatzaile,tentatzallea
tertziopelo,terciopeloa
terliz,terliza
tesorero,tesoreroa
tesoro,tesoroa
testamentario,testamentarioa
testamentu,testamentua
testigu,testigua
testimonio,testimonioa
tilde,tildea
tink,tincá
tinkatu,tincatu
tinkatu,tincatua
tinkatze,tincatzea
tinkondo,tincondoa
tinke,tinquea
tintatu,tintatu
tintero,tinteroa
tintontzi,tintoncia
tipi,tipia
tipula,tipula
tipula berri,tipula berria
tipula landare,tipula landarea
tipuladi,tipuladia
tipulaki,tipulaquia
tipulazko,tipulazcoa
tira,tirá
tirakai,tiracaya
tirakai,tiracayac
tiratxipotx,tirachipocha
tiragarri,tiragarria
tiraltsi,tiraltsia
tiraltsitu,tiraltsitua
tiratu,tiratua
tiratze,tiratzea
titi,titia
titia kendu,titia quendu
tokarte,tocartea
tokarteti,tocartetia
tokartetsu,tocartetsua
tokaio,tocayoa
toles,tolesa
toles,tolesá
toleskari,tolescaria
toleskai,tolescaya
tolesezkor,tolesezcorra
tolesgarri,tolesgarria
toleski,tolesquia
tolestagarri,tolestagarria
tolestatu,tolestatu
tolestu,tolestu
tolestu,tolestua
tolet,toletá
tolet,toletac
tomo,tomoa
tonelete,toneletea
tonelgile,tonelguillea
tonelgin,tonelguiña
tontsura,tonsura
tonto,tonto
tonto,tontoa
tontor,tontorra
tontor,tontorrá
tontotu,tontotu
tontotu,tontotú
tontotu,tontotua
topatu,topatu
toki,toquia
toreadore,toreadorea
toreatu,toreatu
toreatzaile,toreatzallea
tormentatu,tormentatu
tormentatu,tormentatua
tormentatzaile,tormentatzallea
tormentu,tormentua
tornulari,tornularia
tornutu,tornutua
toronjil,torongilla
traba,traba
trabailatu,trabaillatu
trabailu,trabaillua
trabaju,trabajua
trabatu,trabatu
trabes,trabesa
trabesko,trabescoa
trabieso,trabiesoa
trabukatu,trabucatua
trabuko,trabucoa
trakadatu,tracadatua
trafiko,trafico
tragazete,tragacetea
trajio,tragioa
tragotxo,tragochoa
traizio,traicioa
traidore,traidorea
trailari,traillaria
tramoia,tramoya
tranpa,trampa
trantze,trancea
trantxete,tranchetea
trapal,trapala
traspasatu,traspasatua
traskil,trasquilla
trataera,trataera
tratalari,tratalaria
tratamendu,tratamendua
tratatu,tratatu
tratatu,tratatua
tratu,tratuá
tratulari,tratularia
traza,traza
trazatu,trazatua
trebande,trebandea
trebatu,trebatu
trebatu,trebatú
trebatu,trebatua
trebaio,trebayoa
trebaioti,trebayotia
trebe,trebea
trebeagotu,trebeagotua
trebeez,trebeeza
trebesatu,trebesatua
trebukari,trebucaria
trebukatu,trebucatua
trenpe,trempea
trenkatu,trencatu
trenkatu,trencatua
tresnategi,tresnateguia
trik,tricá
tril,trillá
tril,trillac
trinkatu,trincatu
trinkatu,trincatua
trinkatu,trincatuá
trinkin,trinquiña
trip,tripac
tripaki saltzaile,tripaqui saltzallea
tripontzi,triponcia
tristakidatu,tristaquidatua
tristatu,tristatu
tristatu,tristatua
triste,tristea
tristetu,tristetu
tristetu,tristetua
tristez,tristeza
tritoi,tritoya
triunfatu,triunfatua
triunfo,triunfoa
troglodita,troglodita
tronpetatxo,trompetachoa
tronpetari,trompetaria
tropa,tropa
tropeliatu,tropeliatua
tros,trosac
trostari,trostaria
trotaldi,trotaldia
trotari,trotaria
trukada,trucada
trukagarri,trucagarria
trukaitz,trucaitza
trukatu,trucatu
trukatu,trucatua
trukatzaile,trucatzallea
trufa,trufa
trufatu,trufatu
tu,tu
tu,tua
tu,tuá
tunbabatxo,tumbabachoa
tunbaga,tumbaga
tunbatu,tumbatua
tunberatxo,tumberachoa
tunbo,tumboa
tunpadako,tumpadacoa
tunpari,tumparia
tunika,tunica
tupotz,tupotzá
tupozkari,tupozcaria
turbakidatu,turbaquidatua
turbakide,turbaquideac
turroilari,turroilaria
turroi,turroya
uano,uanoa
ubalarkari,ubalarcaria
ubasi,ubasia
ubegi,ubeguia
ubel,ubela
ubel,ubelá
ubelde,ubeldea
ubeldu,ubeldu
ubeldu,ubeldua
ubeltasun,ubeltasuna
ubeltze,ubeltzea
ubelurdin,ubelurdiña
ubizi,ubiciac
ubil,ubilla
ubitazi,ubitacia
uboilai,uboillaya
ukabilkatu,ucabilcatu
ukabilkatu,ucabilcatua
ukaezgarri,ucaezgarria
ukalondoko,ucalondocoa
ukanibet,ucanibeta
ukarai,ucaraya
ukartu,ucartúa
ukati,ucatia
ukatu,ucatu
ukatu,ucatua
ukatzaile,ucatzallea
ukatze,ucatzea
utxorigorri,uchorigorria
uziabeztar,uciabeztarra
uzikai,ucicaya
uzidun,uciduna
uzigarri,ucigarria
uziraitzi,uciraitzia
uzitezin,uciteciña
uzitezgarri,ucitezgarria
uzitu,ucitua
uko,ucoa
ukondo,ucondoa
ukondoko,ucondocoa
ukondoztu,ucondoztua
ukor,ucorá
ukotari,ucotaria
ukurtu,ucurtu
uda,udá
uda larre,uda larreac
udaberri,udaberria
udaldi,udaldia
udare,udare
udare,udarea
udatoki,udatoquia
udo,udoa
ugainkoi,ugaincoya
ugainde,ugaindea
ugaindu,ugaindua
ugalatz,ugalatza
ugale,ugalea
ugari,ugari
ugari,ugaria
ugari,ugariá
ugaritxio,ugarichioa
ugaride,ugaridea
ugariez,ugarieza
ugario,ugarioa
ugaritasun,ugaritasuna
ugaritsu,ugaritsua
ugaritu,ugaritu
ugaritu,ugaritua
ugaro,ugaroa
ugarogarri,ugarogarria
ugarotari,ugarotaria
ugarte,ugartea
ugartu,ugartua
ugasari,ugasaria
ugasaritu,ugasaritua
ugasmari,ugasmaria
ugaste,ugastea
ugate,ugatea
ugatz,ugatza
ugaio,ugayoa
ugazaita,ugazaita
ugazkarri,ugazcarria
ugazki,ugazquia
ugoibe,ugoibea
ugolde,ugoldea
ugemar,uguemarra
ugeraldi,ugueraldia
uger,uguerra
ulaski,ulasquia
ulaule,ulaulea
ulauntzeo,ulauntzeoa
ulautari,ulautaria
ulautu,ulautua
ule,ulea
ultze,ultzea
umantzi,umancia
umerri,umerria
umerritxo,umerrichoa
umusker,umusquerra
unagarri,unagarria
unalaitari,unalaitaria
unalaitu,unalaitua
unasun,unasuna
unatezgarri,unatezgarria
unatu,unatu
unai,unaya
untxari,uncharia
untxarta zulo,uncharta zuloa
untxi,unchia
untxitxo,unchichoa
untxilo,unchiloa
untxitegi,unchiteguia
untzio,uncioa
unil,unila
unil,unilla
unkitegi,unquiteguia
upa,upa
upatxo,upachoa
upagin,upaguiña
upametxo,upamechoa
upake,upaquea
upategi,upateguia
upel,upela
upeltxo,upelchoa
upeleratu,upeleratua
ukeri,uqueria
ukeritsu,uqueritsua
ukeritu,uqueritua
ukigarri,uquigarria
ukitu,uquitu
ukitu,uquitú
ukitzaile,uquitzallea
ukitze,uquitzea
ur,ur
ur emaile,ur emallea
ur,ura
ur,urac
urai,uraya
urazti,uraztiá
urkatu,urcatú
urkatu,urcatuá
urtzintz,urcinzá
urkoroil,urcoroillac
urdai berri,urdai berria
urdail,urdalla
urdaileko,urdallecoa
urdandegi,urdandeguia
urdai,urdaya
urdazpi,urdazpia
urde,urde
urde,urdé
urde,urdea
urde,úrdea
urdin,urdiña
urdindu,urdindu
urdindu,urdindua
urdintsu,urdintsua
urdun,urduna
urdun,urduná
urduritu,urduritu
urduritu,urduritua
urezko,urezcoa
ureztatu,ureztatu
ureztatu,ureztatú
ureztatu,ureztatua
ureztu,ureztua
urgarri,urgarria
urjel,urgelá
urgitu,urguitua
urguilutsu,urgullutsua
urgun,urguna
uri,uria
uribitarte,uribitartea
urin,uriña
urjaiotz,urjaiotza
urlia,urlia
urperatu,urperatu
urpetegi,urpeteguia
urpetu,urpetu
urpetu,urpétua
ur,urrá
urrapen,urrapena
urraski,urrasquia
urraskiko,urrasquicoa
urratezgarri,urratezgarria
urratu,urratu
urratu,urratua
urratzaile,urratzallea
urre,urre
urre meatze,urre meatzea
urregile,urreguillea
urreratu,urreratu
urrezko,urrezcoa
urreztari,urreztaria
urreztatu,urreztatu
urreztatu,urreztatua
urreztu,urreztua
urri,urri
urri,urria
urribatu,urribatua
urrikalmendu,urricalmendua
urrikalkizun,urricalquizuna
urrikalti,urricaltia
urrigarri,urrigarria
urrigo,urrigoa
urrijale,urrijalea
urril,urrilla
urrilo,urriloa
urrin,urrina
urrindun,urrinduna
urrintsu,urrintsua
urriki,urriqui
urriki,urriquia
urrikimendu,urriquimendua
urrikitu,urriquitu
urrikitu,urriquitua
urrironde,urrirondea
urritasun,urritasuna
urriti,urritia
urritu,urritu
urritze,urritzea
urrizadi,urrizadia
urrutxo,urruchoa
urrugo,urrugoa
urrun,urrun
urrun,urruña
urrunde,urrundea
urrundetu,urrundetua
urrundu,urrundu
urrundu,urrundua
urrungo,urrungoa
urruntze,urruntzea
urruti,urruti
urrutiko,urruticoa
urrutiratu,urrutiratu
urrutiratu,urrutiratú
urrutiratu,urrutiratua
urtaize,urtaicea
urtaril,urtarilla
urtar,urtarra
urtebi,urtebia
urtekarri,urtecarria
urtegeiko,urtegueicoa
urtegi,urteguia
urten,urten
urterio,urterioa
urtetsu,urtetsua
urteurren,urteurrena
urtigol,urtigola
urtigolko,urtigolcoa
urtigin,urtiguina
urtiginde,urtiguindea
urtoain,urtoaiña
urtsu,urtsuá
urtu,urtu
urtu,urtú
urtu,urtua
urtume,urtumea
urtumedi,urtumedia
urtumeki,urtumequia
urtumetsu,urtumetsua
urtzaile,urtzallea
urtze,urtzea
usakume,usacumea
usagari,usagaria
usain egin,usaiñ eguin
usaikin,usaiquiña
usaldu,usaldua
usande,usandea
usandu,usandu
usandu,usandua
usarpe,usarpea
usategi,usateguia
usatu,usatu
usatu,usatua
usna,usná
uso,uso
uso,usoa
usotxo,usochoa
uste,uste
uste izan,uste izan
uste,ustea
ustekabe,ustecabea
ustekabeko,ustecabecoa
ustekari,ustecaria
usteko,ustecoa
ustego,ustegoa
usteindu,usteindua
usteinle,usteinlea
ustel,ustela
ustel,ustelá
usteldu,usteldu
usteldu,usteldua
usteldun,ustelduna
usteljario,usteljarioa
usteltegi,ustelteguia
usteltze,usteltzea
ustenkidatu,ustenquidatua
ustekin,ustequiña
usti,ustia
ustutze,ustutzea
usu,usu
usu,usua
usufrutu,usufrutua
usuri,usuria
usutu,usutua
utaitz,utaitzac
utorki,utorquia
utsitu,utsitua
utsunboil,utsumboilla
utzende,utzendea
utzendu,utzendua
utzi,utzi
utzi,utzia
utzikidago,utziquidagoa
utzikidari,utziquidaria
utzikidatu,utziquidatua
uzko,uzcoá
uzkudun,uzcuduna
uzkur,uzcura
uzkur,uzcurá
uzta,uztá
uzta biltze,uzta biltzea
uztagei,uztagueyac
uztaitxo,uztaichoa
uztail,uztailla
uztailari,uztaillaria
uztaitu,uztaitua
uztaitzin,uztaitziña
uztaitzintxo,uztaitzinchoa
uztaldi,uztaldia
uztaldikari,uztaldicaria
uztare,uztarea
uztargi belar,uztargui belarrá
uztargi,uztarguia
uztarri,uztarria
uztartu,uztartua
uztai,uztaya
uztaiari,uztayaria
uztaieratu,uztayeratua
uzte,uztea
uztoide,uztoidea
uzurinki,uzurinquia
bagil,vaguila
ubeltze,vbeltzea
bezino,vecinoa
bela lokarri,vela locarriac
beneno,venenoa
benenotsu,venenotsua
benerazio,veneracioa
bentzutu,ventzutu
bentzutu,ventzutua
bentzutzaile,ventzutzallea
berba,verbá
berbatxo,verbachoa
berbatsu,verbatsua
berdais,verdaisá
berdamaskuri,verdamascuria
berdamendi,verdamendia
berdantza,verdantza
berde,verdea
berdetasun,verdetasuna
berdetu,verdetu
berdura,verdura
bertso,versoac
bertute,vertutea
bikario,vicarioa
bizi,vici
bizi,vicia
biziera,viciera
bizitasun,vicitasuna
bizitegi,viciteguia
bidrio,vidrioa
bilautu,villautua
binagre,vinagrea
birtute,virtutea
biska,viscá
bisita,visita
bisitatu,visitatu
bitoriotsu,vitoriotsua
bizkonde,vizcondea
bizkondesa,vizcondesa
biztu,viztu
biztu,viztua
unatu,vnatu
bomitari,vomitaria
bomito,vomitoa
urdin erori,vrdin eroria
urrundu,vrrundu
utzi,vtzi
utzi,vtzia
xalo,xaloa
zabal,zabala
zabal,zabalá
zabalde,zabaldea
zabaldu,zabaldu
zabaldu,zabaldua
zabaldu,zabalduá
zabalgarri,zabalgarriac
zabaltasun,zabaltasun
zabaltasun,zabaltasuna
zabaltegi,zabalteguia
zabaltsu,zabaltsua
zabaltza,zabaltza
zabaltzaile,zabaltzallea
zabaltze,zabaltzea
zabarkeria,zabarqueria
zabar,zabarra
zabartu,zabartu
zabartu,zabartua
zabau,zabaua
zabai,zabaya
zabu,zabua
zabulo,zabuloa
zakar,zacarra
zakartu,zacartu
zaku,zacua
zakutxo,zacuchoa
zakur,zacur
zakurdi,zacurdia
zakurtzar,zacurtzarra
zakuto,zacutoa
zakutzar,zacutzarra
zagi,zaguia
zagit,zaguitac
zaide,zaidea
zail,zaillá
zain belar,zain belarra
zain,zaina
zain,zaiñac
zaintsu,zaintsua
zaintule,zaintulea
zaitago,zaitagoa
zaitari,zaitaria
zaitiraunde,zaitiraundea
zaitiraundu,zaitiraundua
zaitu,zaitua
zalamero,zalameroa
zalantza,zalantza
zalantza,zalantzá
zalantza,zalanza
zalantza,zalanzá
zalantzatu,zalanzatu
zaldabai,zaldabaya
zaldi,zaldi
zaldi,zaldia
zalditxo,zaldichoa
zaldikume,zaldicumea
zaldidi,zaldidia
zaldino,zaldiñoa
zalditegi,zalditegui
zaldizko,zaldizcoac
zaldun,zaldun
zaldun berezi,zaldun berecia
zaldun,zalduna
zaldun,zaldunac
zalduntxo,zaldunchoa
zaldunde,zaldundea
zaldunki,zaldunquia
zalduntza,zalduntza
zale,zalea
zale,zaleá
zalegarri,zalegarria
zalegile,zaleguillea
zaletorki,zaletorquia
zaletu,zaletu
zaletu,zaletú
zaletu,zaletua
zalitzunki,zalitzunquia
zaile,zallea
zamaldun,zamalduna
zamaldun,zamaldunac
zamari gorotz,zamari gorotza
zamari,zamaria
zamari,zamariá
zamarizain,zamarizaina
zamar,zamarra
zamartzar,zamartzara
zamatu,zamatua
zamau,zamaua
zamaudi,zamaudia
zamorro,zamorroa
zanpatu,zampatu
zankati,zancatia
zanko,zancoa
zangar,zangarra
zangarte,zangartea
zapalkai,zapalcaya
zapaldari,zapaldaria
zapaldi,zapaldia
zapaldu,zapaldu
zapaldu,zapaldua
zapaltze,zapaltzea
zaparrada,zaparrada
zapart egin,zapart eguin
zapata kosko,zapata coscoa
zapatatxo,zapatachoa
zapatagile,zapataguillea
zapatari,zapataria
zapatategi,zapatateguia
zapatatzar,zapatatzarra
zapatu,zapatua
zaplada,zaplada
zapo,zapoa
zapotxo,zapochoa
zapuztu,zapuztua
zaragardun,zaragarduna
zarandaj,zarandajac
zardan,zardana
zardai,zardaya
zare,zarea
zaretzar,zaretzarra
zargal,zargalá
zarikadi,zaricadia
zarpatsu,zarpatsua
zar,zarrá
zarratrako,zarratracoa
zarratu,zarratu
zartada,zartada
zartadako,zartadacoa
zartan,zartaná
zartatu,zartatu
zartu,zartua
zartzaide,zarzaidea
zatal,zatalá
zatalkor,zatalcorra
zatar,zatarra
zatar,zatarrá
zatartsu,zatartsua
zatartsu,zatartsuá
zatartu,zatartu
zatartzar,zatartzarra
zati,zatia
zati,zatiac
zatikatu,zaticatu
zatitxo,zatichoa
zatiko,zaticoa
zatikor,zaticorra
zatigarri,zatigarria
zatigo,zatigoa
zatitu,zatitu
zatitu,zatitua
zatitzaile,zatitzallea
zatitze,zatitzea
zauri,zauria
zauritezgarri,zauritezgarria
zauritsu,zauritsua
zauritu,zauritu
zauritu,zauritua
zaurtari,zaurtaria
zaurtu,zaurtu
zaurtu,zaurtua
zai,zaya
zai,zayac
zain,zayna
zaion,zayona
zazpi,zazpi
zazpi,zazpia
zazpikozi,zazpicocia
zazpiurren,zazpiurrena
zentzatu,zentzatu
zeuenganatu,zeuenganatu
zeure,zeurea
zeuretu,zeuretu
zokalondo,zocalondoa
zoko,zocoa
zokobi,zocobia
zokotxo,zocochoa
zokon,zocona
zokon,zoconá
zokondu,zocondua
zokoratu,zocoratu
zokoratu,zocoratua
zokor,zocorra
zokorti,zocortia
zokote,zocotea
zogi,zoguia
zogi,zoguiá
zogierez,zoguiereza
zogiez,zoguieza
zogiez,zoguiezá
zola,zola
zolatu,zolatua
zolda,zolda
zoli,zolia
zopa ito,zopá itoac
zopatxo,zopachoa
zopatu,zopatu
zorabiatu,zorabiatu
zoragarri,zoragarria
zorakeria,zoraqueria
zoratu,zoratu
zoratu,zoratua
zordun,zorduna
zori,zoria
zorigabe,zorigabeac
zorigabetu,zorigabetua
zorigaitz,zorigaitza
zorigaiztoko,zorigaiztocoa
zorigarri,zorigarria
zorion,zoriona
zorionde,zoriondea
zoriondu,zoriondu
zorioneko,zorioneco
zorioneko,zorionecoa
zoriongabe,zoriongabea
zoriontasun,zoriontasunac
zoritu,zoritu
zoritu,zoritua
zornakari,zornacaria
zornande,zornandea
zornandetu,zornandetua
zornatu,zornatu
zornatu,zornatua
zornurrin,zornurrina
zorotzar,zorotzarra
zor,zorrá
zorrak egin,zorrac eguiña
zorreztatu,zorreztatua
zorri,zorri
zorri biltze,zorri biltzea
zorri,zorriac
zorridun,zorriduna
zorro,zorroa
zorrotxo,zorrochoa
zorrotu,zorrotua
zorrotz,zorrotza
zorrotz,zorrotzá
zorrotzaile,zorrotzallea
zorrotzik,zorrotzica
zorrotzikatu,zorrotzicatua
zorrozkun,zorrozcuna
zorroztari,zorroztaria
zorroztarri,zorroztarria
zorroztu,zorroztu
zorroztu,zorroztú
zorroztu,zorroztua
zortakide,zortaquidea
zorte,zortea
zorte,zorteac
zorteasmakin,zorteasmaquiña
zorten,zortena
zortentsu,zortentsua
zortzi,zortzi
zortzigarren parte,zortzigarren partea
zortzigarren,zortzigarrena
zortzigeibetxi,zortzigueibechia
zortziurren,zortziurrena
zotal,zotal
zotz,zotza
zotz,zotzac
zoi,zoyá
zozarre,zozarrea
zuaje,zuagea
zubi jasogarri,zubi jasogarria
zubi,zubia
zubitxo,zubichoa
zukarri,zucarriac
zuzeleku,zucelecua
zuzenbide,zucembidea
zuzen,zucen
zuzen,zucén
zuzen,zucena
zuzen,zucená
zuzenbide,zucenbidea
zuzenkaitz,zucencaitza
zuzendari,zucendaria
zuzende,zucendea
zuzendu,zucendu
zuzendu,zucendú
zuzendu,zucendua
zuzendu,zucenduá
zuzenez,zuceneza
zuzengarri,zucengarria
zuzengile,zucenguillea
zuzengin,zucenguiña
zuzenkidatu,zucenquidatua
zuzentari,zucentaria
zuzentasun,zucentasuna
zuzentzaile,zucentzallea
zuzentze,zucentzea
zuzidun,zuciduna
zuzitu,zucitua
zuku,zucua
zukurutz,zucurutza
zukuruztu,zucuruztua
zukutu,zucutua
zuganatu,zuganatua
zuhain,zuhaina
zuhaingile,zuhainguillea
zuhirinde,zuhirindea
zuhur,zuhurra
zuhurrez,zuhurreza
zuhurtu,zuhurtu
zuhurtu,zuhurtua
zuhurtzia,zuhurtzia
zuhurtziez,zuhurtzieza
zulape,zulapea
zulapetu,zulapetua
zulatu,zulatu
zulatu,zulatua
zulkatu,zulcatua
zulo,zuloa
zulodi,zulodia
zulogile,zuloguillea
zumakai,zumacaya
zumake,zumaquea
zumakedi,zumaquedia
zumardi,zumardia
zumar,zumarra
zunbazale,zumbazalea
zume,zumea
zumeki,zumequia
zumeskatxo,zumescachoa
zumeskatu,zumescatua
zumeski,zumesquia
zumetsu,zumetsua
zumitz,zumitza
zunda,zundá
zundagarri,zundagarria
zundaleski,zundalesquia
zundatezin,zundateciña
zundatezgarri,zundatezgarria
zundatu,zundatu
zundatu,zundatua
zuntoitsu,zuntoitsua
zuntoi,zuntoya
zupaldastu,zupaldastua
zupaldats,zupaldatsa
zupe,zupeac
zupu,zupua
zur,zura
zur,zurá
zurari,zuraria
zurkaitz,zurcaitza
zurdatsu,zurdatsua
zurdatz,zurdatza
zurdi,zurdia
zurdile,zurdillea
zurduntzi,zurduncia
zuresi,zuresia
zureustetu,zureustetua
zureutsi,zureutsia
zurgo,zurgoá
zuri,zuria
zuriberritu,zuriberritua
zuriko,zuricoa
zuriskote,zuriscotea
zuritasun,zuritasuna
zuritu,zuritu
zuritu,zuritua
zuritzaile,zuritzallea
zurra,zurra
zurra,zurrá
zurrunbuilo,zurrumbulloa
zurrun,zurrun
zurrun,zurruna
zurrun,zurruná
zurrupatu,zurrupatu
zurrupatu,zurrupatua
zurrut,zurruta
zurrut,zurrutá
zurrutada,zurrutada
